,id,datum,n02ba,year,ATC Classification,Drug Classification
476,3083,2015-04-23,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
477,3084,2015-04-24,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
478,3085,2015-04-25,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
479,3086,2015-04-26,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
480,3087,2015-04-27,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
481,3088,2015-04-28,3.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
482,3089,2015-04-29,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
483,3090,2015-04-30,2.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
484,3091,2015-01-05,4.94,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
485,3092,2015-02-05,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
486,3093,2015-03-05,2.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
487,3094,2015-04-05,8.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
488,3095,2015-05-05,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
489,3096,2015-06-05,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
490,3097,2015-07-05,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
491,3098,2015-08-05,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
492,3099,2015-09-05,7.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
493,3100,2015-10-05,3.8,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
494,3101,2015-11-05,5.9,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
495,3102,2015-12-05,8.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
496,3103,2015-05-13,9.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
497,3104,2015-05-14,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
498,3105,2015-05-15,4.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
499,3106,2015-05-16,4.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
500,3107,2015-05-17,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
501,3108,2015-05-18,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
502,3109,2015-05-19,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
503,3110,2015-05-20,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
504,3111,2015-05-21,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
505,3112,2015-05-22,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
506,3113,2015-05-23,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
507,3114,2015-05-24,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
508,3115,2015-05-25,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
509,3116,2015-05-26,4.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
510,3117,2015-05-27,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
511,3118,2015-05-28,6.7,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
512,3119,2015-05-29,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
513,3120,2015-05-30,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
514,3121,2015-05-31,6.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
515,3122,2015-01-06,2.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
516,3123,2015-02-06,7.9,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
517,3124,2015-03-06,5.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
518,3125,2015-04-06,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
519,3126,2015-05-06,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
520,3127,2015-06-06,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
521,3128,2015-07-06,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
522,3129,2015-08-06,2.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
523,3130,2015-09-06,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
524,3131,2015-10-06,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
525,3132,2015-11-06,5.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
526,3133,2015-12-06,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
527,3134,2015-06-13,7.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
528,3135,2015-06-14,1.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
529,3136,2015-06-15,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
530,3137,2015-06-16,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
531,3138,2015-06-17,8.66,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
532,3139,2015-06-18,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
533,3140,2015-06-19,3.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
534,3141,2015-06-20,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
535,3142,2015-06-21,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
536,3143,2015-06-22,9.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
537,3144,2015-06-23,3.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
538,3145,2015-06-24,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
539,3146,2015-06-25,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
540,3147,2015-06-26,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
541,3148,2015-06-27,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
542,3149,2015-06-28,7.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
543,3150,2015-06-29,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
544,3151,2015-06-30,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
545,3152,2015-01-07,5.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
546,3153,2015-02-07,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
547,3154,2015-03-07,3.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
548,3155,2015-04-07,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
549,3156,2015-05-07,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
550,3157,2015-06-07,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
551,3158,2015-07-07,2.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
552,3159,2015-08-07,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
553,3160,2015-09-07,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
554,3161,2015-10-07,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
555,3162,2015-11-07,4.9,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
556,3163,2015-12-07,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
557,3164,2015-07-13,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
558,3165,2015-07-14,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
559,3166,2015-07-15,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
560,3167,2015-07-16,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
561,3168,2015-07-17,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
562,3169,2015-07-18,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
563,3170,2015-07-19,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
564,3171,2015-07-20,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
565,3172,2015-07-21,3.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
566,3173,2015-07-22,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
567,3174,2015-07-23,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
568,3175,2015-07-24,3.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
569,3176,2015-07-25,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
570,3177,2015-07-26,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
571,3178,2015-07-27,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
572,3179,2015-07-28,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
573,3180,2015-07-29,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
574,3181,2015-07-30,14.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
575,3182,2015-07-31,6.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
576,3183,2015-01-08,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
577,3184,2015-02-08,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
578,3185,2015-03-08,1.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
579,3186,2015-04-08,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
580,3187,2015-05-08,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
581,3188,2015-06-08,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
582,3189,2015-07-08,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
583,3190,2015-08-08,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
584,3191,2015-09-08,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
585,3192,2015-10-08,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
586,3193,2015-11-08,7.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
587,3194,2015-12-08,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
588,3195,2015-08-13,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
589,3196,2015-08-14,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
590,3197,2015-08-15,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
591,3198,2015-08-16,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
592,3199,2015-08-17,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
593,3200,2015-08-18,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
594,3201,2015-08-19,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
595,3202,2015-08-20,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
596,3203,2015-08-21,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
597,3204,2015-08-22,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
598,3205,2015-08-23,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
599,3206,2015-08-24,3.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
600,3207,2015-08-25,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
601,3208,2015-08-26,7.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
602,3209,2015-08-27,4.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
603,3210,2015-08-28,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
604,3211,2015-08-29,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
605,3212,2015-08-30,3.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
606,3213,2015-08-31,3.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
607,3214,2015-01-09,4.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
608,3215,2015-02-09,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
609,3216,2015-03-09,2.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
610,3217,2015-04-09,3.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
611,3218,2015-05-09,3.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
612,3219,2015-06-09,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
613,3220,2015-07-09,2.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
614,3221,2015-08-09,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
615,3222,2015-09-09,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
616,3223,2015-10-09,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
617,3224,2015-11-09,9.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
618,3225,2015-12-09,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
619,3226,2015-09-13,7.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
620,3227,2015-09-14,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
621,3228,2015-09-15,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
622,3229,2015-09-16,2.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
623,3230,2015-09-17,0.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
624,3231,2015-09-18,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
625,3232,2015-09-19,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
626,3233,2015-09-20,6.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
627,3234,2015-09-21,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
628,3235,2015-09-22,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
629,3236,2015-09-23,3.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
630,3237,2015-09-24,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
631,3238,2015-09-25,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
632,3239,2015-09-26,2.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
633,3240,2015-09-27,2.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
634,3241,2015-09-28,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
635,3242,2015-09-29,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
636,3243,2015-09-30,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
637,3244,2015-01-10,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
638,3245,2015-02-10,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
639,3246,2015-03-10,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
640,3247,2015-04-10,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
641,3248,2015-05-10,2.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
642,3249,2015-06-10,5.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
643,3250,2015-07-10,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
644,3251,2015-08-10,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
645,3252,2015-09-10,7.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
646,3253,2015-10-10,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
647,3254,2015-11-10,7.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
648,3255,2015-12-10,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
649,3256,2015-10-13,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
650,3257,2015-10-14,3.9,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
651,3258,2015-10-15,7.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
652,3259,2015-10-16,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
653,3260,2015-10-17,3.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
654,3261,2015-10-18,4.9,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
655,3262,2015-10-19,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
656,3263,2015-10-20,2.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
657,3264,2015-10-21,3.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
658,3265,2015-10-22,0.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
659,3266,2015-10-23,10.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
660,3267,2015-10-24,9.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
661,3268,2015-10-25,3.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
662,3269,2015-10-26,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
663,3270,2015-10-27,8.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
664,3271,2015-10-28,1.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
665,3272,2015-10-29,1.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
666,3273,2015-10-30,3.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
667,3274,2015-10-31,8.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
668,3275,2015-01-11,5.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
669,3276,2015-02-11,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
670,3277,2015-03-11,4.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
671,3278,2015-04-11,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
672,3279,2015-05-11,7.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
673,3280,2015-06-11,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
674,3281,2015-07-11,4.8,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
675,3282,2015-08-11,7.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
676,3283,2015-09-11,4.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
677,3284,2015-10-11,10.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
678,3285,2015-11-11,7.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
679,3286,2015-12-11,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
680,3287,2015-11-13,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
681,3288,2015-11-14,3.7,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
682,3289,2015-11-15,9.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
683,3290,2015-11-16,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
684,3291,2015-11-17,4.7,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
685,3292,2015-11-18,5.5,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
686,3293,2015-11-19,2.1,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
687,3294,2015-11-20,3.8,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
688,3295,2015-11-21,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
689,3296,2015-11-22,2.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
690,3297,2015-11-23,4.7,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
691,3298,2015-11-24,6.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
692,3299,2015-11-25,3.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
693,3300,2015-11-26,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
694,3301,2015-11-27,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
695,3302,2015-11-28,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
696,3303,2015-11-29,6.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
697,3304,2015-11-30,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
698,3305,2015-01-12,6.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
699,3306,2015-02-12,2.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
700,3307,2015-03-12,5.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
701,3308,2015-04-12,4.7,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
702,3309,2015-05-12,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
703,3310,2015-06-12,3.4,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
704,3311,2015-07-12,2.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
705,3312,2015-08-12,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
706,3313,2015-09-12,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
707,3314,2015-10-12,16.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
708,3315,2015-11-12,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
709,3316,2015-12-12,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
710,3317,2015-12-13,7.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
711,3318,2015-12-14,6.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
712,3319,2015-12-15,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
713,3320,2015-12-16,4.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
714,3321,2015-12-17,3.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
715,3322,2015-12-18,4.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
716,3323,2015-12-19,0.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
717,3324,2015-12-20,2.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
718,3325,2015-12-21,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
719,3326,2015-12-22,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
720,3327,2015-12-23,2.3,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
721,3328,2015-12-24,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
722,3329,2015-12-25,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
723,3330,2015-12-26,5.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
724,3331,2015-12-27,5.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
725,3332,2015-12-28,9.2,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
726,3333,2015-12-29,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
727,3334,2015-12-30,2.0,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
728,3335,2015-12-31,7.6,2015,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
729,3336,2016-01-01,0.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
730,3337,2016-02-01,1.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
731,3338,2016-03-01,2.5,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
732,3339,2016-04-01,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
733,3340,2016-05-01,4.6,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
